주문번호,주문일시,상품명,구매자성별,구매자나이,주문금액,평점,배송지
6154,2025-09-11 21:00:00,노트북,남,44,"85,000원",4.0,경기
6155,2025-10-07 08:00:00,모니터,여,41,"85,000원",5.0,경기
6156,2025-01-05 04:00:00,모니터,남,35,"35,000원",3.0,서울
6157,2025-10-05 09:00:00,노트북,남,49,"1,200,000원",3.0,서울
6158,2025-09-02 19:00:00,스마트폰,여,37,"300,000원",4.0,대구
6159,2025-06-27 23:00:00,스마트폰,여,43,"300,000원",5.0,인천
6160,2025-01-10 21:00:00,무선마우스,여,24,"1,200,000원",,대구
6161,2025-10-29 02:00:00,헤드셋,여,56,"900,000원",5.0,광주
6162,2025-12-01 16:00:00,무선마우스,남,42,"900,000원",4.0,부산
6163,2025-08-06 10:00:00,기계식키보드,남,46,"35,000원",5.0,대전
6164,2025-06-17 17:00:00,헤드셋,남,31,"150,000원",4.0,부산
6165,2025-09-11 01:00:00,기계식키보드,남,29,"35,000원",4.0,경기
6166,2025-04-16 22:00:00,무선마우스,남,53,"35,000원",5.0,서울
6167,2025-03-06 01:00:00,헤드셋,여,52,"35,000원",5.0,경기
6168,2025-02-01 10:00:00,헤드셋,여,35,"1,200,000원",5.0,인천
6169,2025-11-05 04:00:00,기계식키보드,남,48,"300,000원",5.0,경기
6170,2025-11-22 23:00:00,노트북,여,37,"300,000원",5.0,광주
6171,2025-08-18 11:00:00,스마트폰,남,46,"150,000원",1.0,부산
6172,2025-06-26 11:00:00,헤드셋,남,26,"900,000원",4.0,광주
6173,2025-01-23 12:00:00,헤드셋,남,55,"35,000원",5.0,부산
6174,2025-08-18 14:00:00,기계식키보드,남,46,"1,200,000원",4.0,광주
6175,2025-12-19 13:00:00,헤드셋,남,29,"1,200,000원",4.0,대구
6176,2025-11-27 06:00:00,기계식키보드,여,29,"35,000원",5.0,대전
6177,2025-08-02 19:00:00,노트북,여,30,"1,200,000원",5.0,광주
6178,2025-12-29 09:00:00,헤드셋,남,49,"1,200,000원",4.0,경기
6179,2025-02-17 01:00:00,모니터,남,22,"35,000원",4.0,서울
6180,2025-05-12 01:00:00,무선마우스,여,48,"150,000원",5.0,인천
6181,2025-12-23 09:00:00,노트북,남,33,"1,200,000원",5.0,인천
6182,2025-06-05 00:00:00,모니터,남,32,"300,000원",5.0,광주
6183,2025-06-19 11:00:00,노트북,남,38,"85,000원",5.0,서울
6184,2025-06-24 19:00:00,스마트폰,여,44,"300,000원",3.0,인천
6185,2025-10-31 09:00:00,노트북,남,29,"85,000원",5.0,광주
6186,2025-04-15 13:00:00,노트북,남,34,"85,000원",4.0,광주
6187,2025-07-29 00:00:00,스마트폰,여,47,"300,000원",1.0,서울
6188,2025-09-30 05:00:00,헤드셋,남,59,"35,000원",3.0,서울
6189,2025-07-16 23:00:00,무선마우스,남,57,"85,000원",4.0,대구
6190,2025-01-29 09:00:00,모니터,여,26,"300,000원",2.0,광주
6191,2025-06-13 20:00:00,기계식키보드,여,33,"900,000원",4.0,경기
6192,2025-08-20 16:00:00,무선마우스,남,49,"1,200,000원",5.0,부산
6193,2025-06-17 08:00:00,노트북,여,59,"150,000원",4.0,부산
6194,2025-11-02 19:00:00,기계식키보드,남,31,"85,000원",4.0,광주
6195,2025-01-30 23:00:00,스마트폰,남,47,"300,000원",5.0,경기
6196,2025-01-04 02:00:00,무선마우스,여,33,"35,000원",3.0,인천
6197,2025-06-23 05:00:00,헤드셋,남,20,"85,000원",5.0,대전
6198,2025-12-21 15:00:00,모니터,여,23,"150,000원",5.0,서울
6199,2025-03-31 13:00:00,무선마우스,여,37,"35,000원",5.0,부산
6200,2025-10-07 17:00:00,무선마우스,여,55,"150,000원",4.0,대구
6201,2025-06-25 07:00:00,헤드셋,남,51,"150,000원",5.0,인천
6202,2025-10-25 13:00:00,기계식키보드,여,47,"1,200,000원",5.0,대구
6203,2025-12-27 12:00:00,스마트폰,남,47,"85,000원",5.0,부산
6204,2025-06-14 00:00:00,헤드셋,여,57,"85,000원",,경기
6205,2025-02-14 19:00:00,스마트폰,여,51,"85,000원",5.0,경기
6206,2025-06-11 12:00:00,헤드셋,남,27,"150,000원",4.0,대구
6207,2025-07-12 07:00:00,무선마우스,남,44,"900,000원",5.0,광주
6208,2025-10-30 17:00:00,스마트폰,여,39,"900,000원",,인천
6209,2025-09-23 19:00:00,기계식키보드,남,52,"900,000원",,부산
6210,2025-07-13 20:00:00,기계식키보드,남,49,"35,000원",,서울
6211,2025-10-11 00:00:00,모니터,여,56,"1,200,000원",2.0,경기
6212,2025-11-07 16:00:00,스마트폰,여,35,"35,000원",4.0,대구
6213,2025-07-14 18:00:00,모니터,남,44,"85,000원",4.0,대전
6214,2025-01-23 13:00:00,헤드셋,여,57,"85,000원",4.0,부산
6215,2025-04-01 01:00:00,노트북,여,29,"300,000원",3.0,인천
6216,2025-04-04 19:00:00,기계식키보드,여,24,"85,000원",5.0,광주
6217,2025-07-10 09:00:00,무선마우스,남,27,"900,000원",5.0,서울
6218,2025-04-25 08:00:00,기계식키보드,남,52,"1,200,000원",5.0,서울
6219,2025-09-09 17:00:00,노트북,남,56,"900,000원",4.0,광주
6220,2025-07-14 19:00:00,무선마우스,여,20,"1,200,000원",4.0,경기
6221,2025-03-07 00:00:00,스마트폰,남,50,"35,000원",5.0,서울
6222,2025-02-18 12:00:00,스마트폰,여,26,"85,000원",5.0,부산
6223,2025-08-14 19:00:00,기계식키보드,여,42,"35,000원",5.0,경기
6224,2025-04-24 10:00:00,무선마우스,여,43,"900,000원",3.0,경기
6225,2025-01-20 14:00:00,헤드셋,여,33,"150,000원",4.0,경기
6226,2025-03-03 04:00:00,무선마우스,남,42,"1,200,000원",3.0,광주
6227,2025-11-27 05:00:00,모니터,여,28,"85,000원",2.0,대전
6228,2025-02-03 16:00:00,노트북,여,27,"300,000원",5.0,부산
6229,2025-12-15 11:00:00,스마트폰,남,27,"150,000원",4.0,대구
6230,2025-10-07 23:00:00,기계식키보드,여,22,"35,000원",,서울
6231,2025-07-31 09:00:00,무선마우스,남,51,"1,200,000원",5.0,서울
6232,2025-11-30 20:00:00,스마트폰,남,23,"150,000원",5.0,대구
6233,2025-03-10 13:00:00,기계식키보드,남,57,"300,000원",3.0,경기
6234,2025-12-10 17:00:00,스마트폰,여,21,"150,000원",3.0,인천
6235,2025-02-17 01:00:00,기계식키보드,남,28,"300,000원",5.0,부산
6236,2025-02-26 09:00:00,스마트폰,여,20,"35,000원",,경기
6237,2025-02-01 23:00:00,헤드셋,남,30,"1,200,000원",2.0,경기
6238,2025-06-12 07:00:00,모니터,남,48,"35,000원",5.0,경기
6239,2025-05-24 22:00:00,노트북,남,45,"1,200,000원",3.0,서울
6240,2025-11-02 09:00:00,스마트폰,남,46,"150,000원",5.0,광주
6241,2025-03-16 14:00:00,노트북,여,57,"35,000원",5.0,광주
6242,2025-02-06 21:00:00,스마트폰,여,48,"1,200,000원",2.0,대전
6243,2025-11-19 06:00:00,무선마우스,남,52,"85,000원",5.0,광주
6244,2025-06-12 18:00:00,모니터,남,47,"300,000원",,서울
6245,2025-07-07 04:00:00,헤드셋,남,50,"1,200,000원",5.0,광주
6246,2025-03-28 09:00:00,모니터,여,38,"85,000원",4.0,인천
6247,2025-01-14 00:00:00,노트북,남,45,"35,000원",3.0,부산
6248,2025-09-19 05:00:00,무선마우스,남,48,"35,000원",,대전
6249,2025-08-10 13:00:00,기계식키보드,여,30,"150,000원",5.0,경기
6250,2025-02-03 18:00:00,모니터,남,51,"300,000원",4.0,대전
6251,2025-10-13 01:00:00,헤드셋,남,40,"1,200,000원",4.0,광주
6252,2025-03-26 16:00:00,무선마우스,남,57,"35,000원",,대전
6253,2025-10-25 01:00:00,무선마우스,남,53,"1,200,000원",5.0,대전
6254,2025-04-23 17:00:00,노트북,여,59,"900,000원",2.0,서울
6255,2025-03-31 11:00:00,헤드셋,여,41,"300,000원",2.0,대구
6256,2025-01-26 15:00:00,무선마우스,여,46,"300,000원",,서울
6257,2025-02-09 11:00:00,무선마우스,남,27,"85,000원",5.0,경기
6258,2025-08-25 13:00:00,기계식키보드,남,59,"900,000원",3.0,경기
6259,2025-07-13 19:00:00,노트북,여,50,"300,000원",5.0,서울
6260,2025-11-24 18:00:00,노트북,남,20,"900,000원",4.0,대구
6261,2025-03-25 21:00:00,헤드셋,남,58,"1,200,000원",5.0,대구
6262,2025-06-04 01:00:00,무선마우스,여,53,"900,000원",4.0,대전
6263,2025-01-21 10:00:00,기계식키보드,여,43,"150,000원",4.0,경기
6264,2025-07-01 06:00:00,스마트폰,남,47,"85,000원",3.0,대전
6265,2025-04-12 04:00:00,모니터,여,23,"900,000원",4.0,서울
6266,2025-07-27 19:00:00,노트북,남,37,"1,200,000원",3.0,부산
6267,2025-12-30 21:00:00,기계식키보드,여,48,"300,000원",1.0,부산
6268,2025-07-25 00:00:00,헤드셋,여,42,"150,000원",1.0,경기
6269,2025-05-02 22:00:00,기계식키보드,남,56,"900,000원",5.0,대구
6270,2025-10-31 10:00:00,무선마우스,남,46,"85,000원",5.0,부산
6271,2025-07-02 08:00:00,모니터,여,35,"85,000원",3.0,서울
6272,2025-07-22 20:00:00,노트북,남,46,"1,200,000원",5.0,대전
6273,2025-10-19 02:00:00,스마트폰,남,28,"150,000원",5.0,인천
6274,2025-10-13 22:00:00,무선마우스,남,24,"150,000원",2.0,인천
6275,2025-07-04 07:00:00,노트북,여,27,"150,000원",2.0,대구
6276,2025-10-14 06:00:00,헤드셋,남,37,"900,000원",5.0,광주
6277,2025-12-06 23:00:00,노트북,남,54,"1,200,000원",4.0,인천
6278,2025-03-28 09:00:00,기계식키보드,여,25,"1,200,000원",5.0,서울
6279,2025-09-15 02:00:00,모니터,여,42,"1,200,000원",5.0,광주
6280,2025-01-30 05:00:00,스마트폰,여,45,"35,000원",1.0,경기
6281,2025-12-05 01:00:00,모니터,여,58,"300,000원",5.0,경기
6282,2025-10-12 09:00:00,기계식키보드,남,43,"1,200,000원",4.0,서울
6283,2025-11-24 19:00:00,스마트폰,남,29,"35,000원",4.0,경기
6284,2025-06-27 16:00:00,스마트폰,여,34,"35,000원",5.0,서울
6285,2025-11-29 00:00:00,무선마우스,여,57,"150,000원",5.0,서울
6286,2025-12-06 10:00:00,스마트폰,남,39,"300,000원",4.0,인천
6287,2025-11-21 00:00:00,노트북,남,48,"150,000원",2.0,광주
6288,2025-12-23 14:00:00,모니터,여,25,"300,000원",5.0,인천
6289,2025-12-30 07:00:00,헤드셋,남,28,"150,000원",5.0,대구
6290,2025-07-23 14:00:00,헤드셋,남,24,"85,000원",,인천
6291,2025-06-13 23:00:00,모니터,여,58,"900,000원",4.0,경기
6292,2025-07-12 11:00:00,무선마우스,여,38,"300,000원",3.0,광주
6293,2025-08-05 07:00:00,스마트폰,여,24,"85,000원",,인천
6294,2025-10-14 11:00:00,기계식키보드,여,39,"35,000원",4.0,서울
6295,2025-11-24 08:00:00,노트북,남,30,"35,000원",2.0,인천
6296,2025-08-14 01:00:00,무선마우스,여,46,"300,000원",4.0,경기
6297,2025-05-06 22:00:00,스마트폰,남,48,"150,000원",3.0,대구
6298,2025-08-28 02:00:00,헤드셋,남,26,"900,000원",4.0,광주
6299,2025-09-07 08:00:00,기계식키보드,남,22,"900,000원",4.0,부산
6300,2025-03-15 18:00:00,스마트폰,여,24,"1,200,000원",,광주
6301,2025-05-14 23:00:00,무선마우스,남,32,"300,000원",5.0,서울
6302,2025-10-06 22:00:00,기계식키보드,여,35,"900,000원",4.0,경기
6303,2025-05-05 00:00:00,기계식키보드,여,31,"150,000원",5.0,경기
6304,2025-06-05 17:00:00,기계식키보드,여,58,"150,000원",5.0,대전
6305,2025-02-01 08:00:00,기계식키보드,남,46,"35,000원",5.0,부산
6306,2025-02-28 00:00:00,스마트폰,여,52,"900,000원",3.0,대구
6307,2025-10-10 21:00:00,기계식키보드,여,34,"900,000원",5.0,서울
6308,2025-01-29 05:00:00,스마트폰,남,40,"150,000원",4.0,대구
6309,2025-01-05 09:00:00,기계식키보드,여,36,"35,000원",5.0,부산
6310,2025-07-18 01:00:00,기계식키보드,남,56,"900,000원",5.0,서울
6311,2025-03-23 02:00:00,무선마우스,남,34,"150,000원",1.0,인천
6312,2025-08-20 00:00:00,스마트폰,여,39,"35,000원",5.0,대구
6313,2025-02-15 15:00:00,헤드셋,여,38,"35,000원",5.0,인천
6314,2025-10-19 01:00:00,스마트폰,여,20,"150,000원",4.0,서울
6315,2025-03-16 06:00:00,모니터,여,23,"35,000원",3.0,부산
6316,2025-07-09 05:00:00,헤드셋,남,22,"85,000원",4.0,인천
6317,2025-05-16 17:00:00,무선마우스,여,27,"85,000원",5.0,인천
6318,2025-09-16 21:00:00,스마트폰,여,24,"35,000원",4.0,경기
6319,2025-07-22 21:00:00,무선마우스,남,28,"1,200,000원",5.0,서울
6320,2025-03-07 01:00:00,헤드셋,여,20,"35,000원",4.0,광주
6321,2025-06-16 22:00:00,무선마우스,여,49,"900,000원",4.0,부산
6322,2025-06-15 21:00:00,무선마우스,여,26,"35,000원",5.0,경기
6323,2025-08-25 18:00:00,노트북,여,41,"900,000원",4.0,대구
6324,2025-08-29 22:00:00,스마트폰,여,39,"150,000원",5.0,부산
6325,2025-02-09 07:00:00,무선마우스,남,48,"35,000원",4.0,대전
6326,2025-07-09 14:00:00,노트북,여,46,"150,000원",3.0,경기
6327,2025-01-26 00:00:00,노트북,남,44,"300,000원",5.0,대전
6328,2025-09-23 16:00:00,기계식키보드,남,54,"85,000원",1.0,대구
6329,2025-03-05 12:00:00,기계식키보드,남,46,"35,000원",4.0,대전
6330,2025-06-06 22:00:00,헤드셋,남,30,"150,000원",2.0,부산
6331,2025-01-11 10:00:00,스마트폰,여,36,"300,000원",5.0,경기
6332,2025-01-04 06:00:00,기계식키보드,여,50,"900,000원",4.0,부산
6333,2025-05-11 03:00:00,헤드셋,남,37,"900,000원",1.0,인천
6334,2025-10-22 08:00:00,스마트폰,여,38,"85,000원",2.0,경기
6335,2025-12-17 17:00:00,헤드셋,여,57,"85,000원",3.0,인천
6336,2025-02-20 09:00:00,노트북,남,48,"900,000원",5.0,경기
6337,2025-08-03 17:00:00,노트북,여,34,"900,000원",5.0,인천
6338,2025-07-24 02:00:00,스마트폰,남,26,"900,000원",,대전
6339,2025-04-01 18:00:00,헤드셋,남,56,"1,200,000원",4.0,서울
6340,2025-11-14 02:00:00,헤드셋,여,56,"85,000원",2.0,인천
6341,2025-04-17 00:00:00,기계식키보드,여,26,"150,000원",4.0,서울
6342,2025-08-19 02:00:00,기계식키보드,여,41,"300,000원",3.0,광주
6343,2025-04-09 18:00:00,스마트폰,남,31,"300,000원",5.0,부산
6344,2025-05-17 17:00:00,모니터,남,27,"35,000원",,대전
6345,2025-07-16 06:00:00,기계식키보드,여,37,"150,000원",4.0,대구
6346,2025-01-14 16:00:00,무선마우스,남,47,"85,000원",4.0,대구
6347,2025-08-21 11:00:00,기계식키보드,여,37,"1,200,000원",4.0,대구
6348,2025-06-26 04:00:00,모니터,여,50,"1,200,000원",5.0,서울
6349,2025-10-11 02:00:00,헤드셋,여,36,"150,000원",5.0,대구
6350,2025-01-06 00:00:00,노트북,여,42,"900,000원",,대구
6351,2025-10-09 05:00:00,노트북,남,30,"900,000원",5.0,인천
6352,2025-02-10 04:00:00,헤드셋,여,34,"150,000원",5.0,광주
6353,2025-06-26 00:00:00,노트북,남,49,"85,000원",2.0,대구
6354,2025-06-03 03:00:00,기계식키보드,남,50,"300,000원",,서울
6355,2025-08-26 06:00:00,노트북,남,25,"900,000원",5.0,인천
6356,2025-03-28 12:00:00,모니터,남,31,"35,000원",5.0,서울
6357,2025-10-14 01:00:00,모니터,남,42,"85,000원",4.0,경기
6358,2025-08-24 03:00:00,기계식키보드,남,58,"85,000원",2.0,대구
6359,2025-12-22 04:00:00,헤드셋,여,59,"1,200,000원",3.0,서울
6360,2025-08-07 17:00:00,무선마우스,남,55,"900,000원",1.0,서울
6361,2025-02-24 20:00:00,기계식키보드,여,54,"300,000원",,인천
6362,2025-02-19 20:00:00,노트북,남,22,"85,000원",5.0,경기
6363,2025-05-13 02:00:00,기계식키보드,여,47,"900,000원",5.0,경기
6364,2025-01-15 19:00:00,모니터,여,34,"900,000원",5.0,대구
6365,2025-01-02 04:00:00,기계식키보드,남,32,"1,200,000원",4.0,대전
6366,2025-02-12 05:00:00,기계식키보드,여,38,"35,000원",2.0,광주
6367,2025-03-26 08:00:00,무선마우스,여,59,"85,000원",2.0,부산
6368,2025-12-20 18:00:00,모니터,남,37,"35,000원",,부산
6369,2025-09-01 07:00:00,스마트폰,남,50,"300,000원",1.0,인천
6370,2025-08-30 07:00:00,스마트폰,남,56,"150,000원",5.0,대전
6371,2025-02-01 10:00:00,모니터,남,40,"150,000원",5.0,대구
6372,2025-06-05 15:00:00,스마트폰,남,58,"150,000원",5.0,인천
6373,2025-02-21 14:00:00,노트북,남,24,"300,000원",,광주
6374,2025-03-21 10:00:00,스마트폰,남,36,"85,000원",3.0,대구
6375,2025-11-05 07:00:00,노트북,남,38,"900,000원",5.0,경기
6376,2025-11-28 17:00:00,모니터,여,23,"35,000원",5.0,부산
6377,2025-07-11 17:00:00,스마트폰,남,45,"35,000원",,서울
6378,2025-03-02 20:00:00,스마트폰,여,43,"900,000원",,부산
6379,2025-11-16 13:00:00,헤드셋,남,58,"85,000원",3.0,대구
6380,2025-03-01 00:00:00,노트북,남,57,"35,000원",4.0,대전
6381,2025-11-20 14:00:00,노트북,남,38,"85,000원",5.0,광주
6382,2025-03-01 12:00:00,기계식키보드,남,49,"35,000원",4.0,부산
6383,2025-07-02 10:00:00,무선마우스,여,45,"150,000원",4.0,서울
6384,2025-11-10 17:00:00,스마트폰,여,30,"150,000원",5.0,경기
6385,2025-07-06 10:00:00,헤드셋,남,58,"1,200,000원",5.0,경기
6386,2025-05-08 23:00:00,무선마우스,여,22,"1,200,000원",5.0,대구
6387,2025-01-24 03:00:00,헤드셋,남,41,"35,000원",5.0,부산
6388,2025-12-23 03:00:00,무선마우스,여,36,"150,000원",5.0,대구
6389,2025-03-07 03:00:00,스마트폰,남,30,"85,000원",5.0,부산
6390,2025-02-13 08:00:00,헤드셋,여,58,"1,200,000원",,대전
6391,2025-04-22 22:00:00,노트북,여,46,"1,200,000원",4.0,인천
6392,2025-04-17 09:00:00,기계식키보드,여,48,"150,000원",1.0,대구
6393,2025-03-16 03:00:00,헤드셋,남,31,"85,000원",4.0,부산
6394,2025-01-04 03:00:00,모니터,여,32,"1,200,000원",,인천
6395,2025-06-30 06:00:00,스마트폰,남,30,"900,000원",2.0,대전
6396,2025-09-01 03:00:00,스마트폰,여,50,"85,000원",5.0,대구
6397,2025-07-30 17:00:00,모니터,남,30,"900,000원",4.0,대전
6398,2025-04-08 21:00:00,무선마우스,남,55,"150,000원",,경기
6399,2025-04-26 13:00:00,기계식키보드,남,21,"150,000원",,광주
6400,2025-04-05 06:00:00,무선마우스,여,42,"1,200,000원",5.0,인천
6401,2025-05-15 13:00:00,모니터,여,55,"35,000원",2.0,대전
6402,2025-01-17 08:00:00,모니터,남,33,"300,000원",1.0,대구
6403,2025-02-16 04:00:00,기계식키보드,남,56,"900,000원",3.0,서울
6404,2025-07-01 18:00:00,모니터,남,46,"900,000원",4.0,광주
6405,2025-08-05 04:00:00,모니터,여,31,"85,000원",4.0,경기
6406,2025-07-30 17:00:00,헤드셋,여,48,"85,000원",4.0,광주
6407,2025-06-16 14:00:00,기계식키보드,여,25,"150,000원",3.0,광주
6408,2025-10-01 14:00:00,스마트폰,여,42,"35,000원",5.0,인천
6409,2025-06-03 05:00:00,무선마우스,여,29,"150,000원",5.0,부산
6410,2025-08-30 12:00:00,스마트폰,남,53,"1,200,000원",4.0,서울
6411,2025-09-23 03:00:00,스마트폰,남,31,"35,000원",,부산
6412,2025-12-05 11:00:00,헤드셋,남,51,"1,200,000원",3.0,광주
6413,2025-12-09 14:00:00,무선마우스,남,45,"900,000원",3.0,서울
6414,2025-11-17 10:00:00,스마트폰,여,26,"150,000원",4.0,대구
6415,2025-02-28 08:00:00,기계식키보드,여,51,"85,000원",,대전
6416,2025-06-19 15:00:00,무선마우스,남,52,"150,000원",4.0,대구
6417,2025-04-27 02:00:00,노트북,여,37,"300,000원",,부산
6418,2025-10-26 17:00:00,헤드셋,남,54,"35,000원",4.0,광주
6419,2025-02-06 06:00:00,스마트폰,여,39,"900,000원",5.0,부산
6420,2025-06-24 20:00:00,모니터,여,50,"300,000원",4.0,부산
6421,2025-04-25 03:00:00,무선마우스,남,24,"300,000원",5.0,인천
6422,2025-02-09 04:00:00,노트북,남,51,"150,000원",,광주
6423,2025-01-15 04:00:00,모니터,남,38,"35,000원",,경기
6424,2025-11-06 06:00:00,노트북,여,20,"150,000원",5.0,부산
6425,2025-06-22 05:00:00,스마트폰,여,26,"35,000원",2.0,대구
6426,2025-01-28 11:00:00,모니터,여,41,"300,000원",5.0,대전
6427,2025-05-25 01:00:00,스마트폰,남,53,"1,200,000원",5.0,광주
6428,2025-05-04 23:00:00,모니터,남,29,"900,000원",4.0,광주
6429,2025-01-19 21:00:00,무선마우스,남,45,"300,000원",5.0,광주
6430,2025-12-08 00:00:00,기계식키보드,여,51,"150,000원",3.0,대전
6431,2025-08-15 18:00:00,기계식키보드,여,46,"900,000원",3.0,대구
6432,2025-02-04 02:00:00,노트북,남,31,"300,000원",5.0,부산
6433,2025-07-22 20:00:00,헤드셋,남,59,"35,000원",4.0,광주
6434,2025-01-01 12:00:00,모니터,남,42,"150,000원",4.0,광주
6435,2025-11-18 23:00:00,스마트폰,여,33,"300,000원",4.0,대전
6436,2025-02-08 08:00:00,헤드셋,여,53,"35,000원",5.0,부산
6437,2025-07-25 00:00:00,무선마우스,남,36,"35,000원",5.0,대전
6438,2025-04-11 18:00:00,무선마우스,남,25,"35,000원",4.0,대구
6439,2025-09-27 19:00:00,무선마우스,남,46,"900,000원",,인천
6440,2025-03-26 01:00:00,기계식키보드,여,27,"150,000원",1.0,광주
6441,2025-11-28 13:00:00,스마트폰,여,52,"35,000원",5.0,서울
6442,2025-07-19 16:00:00,무선마우스,여,54,"300,000원",4.0,대구
6443,2025-10-12 14:00:00,무선마우스,남,36,"35,000원",4.0,서울
6444,2025-04-12 10:00:00,노트북,남,45,"150,000원",5.0,부산
6445,2025-04-30 12:00:00,모니터,남,26,"85,000원",5.0,경기
6446,2025-03-01 22:00:00,모니터,남,43,"85,000원",5.0,부산
6447,2025-05-28 15:00:00,모니터,남,44,"900,000원",5.0,대전
6448,2025-03-16 05:00:00,헤드셋,남,54,"35,000원",2.0,부산
6449,2025-09-22 07:00:00,노트북,남,45,"300,000원",5.0,부산
6450,2025-04-05 07:00:00,기계식키보드,남,24,"150,000원",4.0,광주
6451,2025-01-09 19:00:00,헤드셋,남,57,"35,000원",5.0,대구
6452,2025-12-29 11:00:00,노트북,남,54,"900,000원",5.0,대구
6453,2025-09-14 15:00:00,무선마우스,남,49,"1,200,000원",1.0,경기
6454,2025-10-20 19:00:00,스마트폰,여,44,"85,000원",5.0,대전
6455,2025-01-14 19:00:00,헤드셋,남,43,"300,000원",,서울
6456,2025-10-13 20:00:00,헤드셋,남,49,"85,000원",2.0,대전
6457,2025-12-02 04:00:00,무선마우스,여,39,"35,000원",4.0,서울
6458,2025-12-07 09:00:00,무선마우스,남,22,"35,000원",5.0,서울
6459,2025-08-27 08:00:00,스마트폰,여,51,"1,200,000원",3.0,부산
6460,2025-01-31 07:00:00,모니터,여,27,"150,000원",5.0,경기
6461,2025-07-27 07:00:00,헤드셋,남,42,"1,200,000원",1.0,부산
6462,2025-05-16 03:00:00,노트북,남,35,"150,000원",,경기
6463,2025-01-28 00:00:00,기계식키보드,여,54,"35,000원",5.0,인천
6464,2025-08-01 07:00:00,무선마우스,남,44,"1,200,000원",,대구
6465,2025-10-03 14:00:00,무선마우스,남,34,"85,000원",4.0,광주
6466,2025-10-25 07:00:00,기계식키보드,남,27,"85,000원",1.0,광주
6467,2025-02-12 01:00:00,노트북,여,53,"35,000원",4.0,광주
6468,2025-03-06 14:00:00,무선마우스,여,44,"1,200,000원",5.0,부산
6469,2025-11-09 04:00:00,기계식키보드,남,38,"35,000원",,인천
6470,2025-05-22 17:00:00,무선마우스,남,32,"85,000원",5.0,서울
6471,2025-11-07 07:00:00,모니터,여,31,"85,000원",5.0,광주
6472,2025-08-15 00:00:00,모니터,여,34,"35,000원",5.0,인천
6473,2025-06-26 17:00:00,무선마우스,남,42,"35,000원",,광주
6474,2025-05-12 17:00:00,무선마우스,남,59,"900,000원",5.0,대구
6475,2025-06-23 03:00:00,모니터,남,21,"1,200,000원",5.0,광주
6476,2025-11-08 14:00:00,무선마우스,여,59,"900,000원",5.0,대구
6477,2025-12-30 07:00:00,노트북,여,42,"35,000원",4.0,광주
6478,2025-10-03 17:00:00,노트북,남,24,"300,000원",5.0,광주
6479,2025-08-24 20:00:00,스마트폰,여,53,"85,000원",5.0,대구
6480,2025-12-26 08:00:00,노트북,남,29,"150,000원",4.0,대전
6481,2025-02-19 00:00:00,헤드셋,남,46,"1,200,000원",4.0,광주
6482,2025-11-28 12:00:00,헤드셋,남,23,"1,200,000원",5.0,인천
6483,2025-12-25 00:00:00,헤드셋,남,23,"85,000원",5.0,대전
6484,2025-04-04 01:00:00,무선마우스,남,27,"150,000원",5.0,서울
6485,2025-07-15 20:00:00,무선마우스,여,25,"900,000원",4.0,부산
6486,2025-09-04 02:00:00,기계식키보드,여,44,"150,000원",5.0,광주
6487,2025-11-24 12:00:00,헤드셋,남,46,"300,000원",5.0,대전
6488,2025-11-10 14:00:00,헤드셋,여,59,"35,000원",4.0,서울
6489,2025-08-20 15:00:00,노트북,남,39,"150,000원",,대전
6490,2025-10-08 12:00:00,모니터,여,46,"150,000원",5.0,대전
6491,2025-04-15 17:00:00,모니터,여,26,"35,000원",5.0,경기
6492,2025-11-23 06:00:00,스마트폰,여,42,"85,000원",3.0,경기
6493,2025-10-17 08:00:00,기계식키보드,여,39,"1,200,000원",5.0,부산
6494,2025-11-26 14:00:00,모니터,남,53,"85,000원",5.0,광주
6495,2025-08-24 09:00:00,스마트폰,여,48,"300,000원",4.0,광주
6496,2025-02-15 16:00:00,노트북,여,24,"85,000원",3.0,대구
6497,2025-03-23 07:00:00,기계식키보드,여,46,"150,000원",4.0,부산
6498,2025-11-21 23:00:00,기계식키보드,여,31,"150,000원",4.0,인천
6499,2025-01-25 19:00:00,헤드셋,여,36,"1,200,000원",3.0,광주
6500,2025-11-25 03:00:00,무선마우스,여,56,"300,000원",5.0,대구
6501,2025-07-04 23:00:00,헤드셋,여,53,"35,000원",4.0,부산
6502,2025-09-06 20:00:00,노트북,여,49,"35,000원",5.0,부산
6503,2025-02-05 18:00:00,헤드셋,남,55,"900,000원",5.0,대전
6504,2025-08-18 23:00:00,기계식키보드,남,25,"300,000원",4.0,인천
6505,2025-11-04 17:00:00,헤드셋,남,51,"300,000원",4.0,인천
6506,2025-12-26 20:00:00,스마트폰,여,51,"150,000원",,서울
6507,2025-06-29 21:00:00,헤드셋,남,28,"900,000원",,경기
6508,2025-05-24 22:00:00,모니터,남,41,"35,000원",4.0,부산
6509,2025-02-12 22:00:00,노트북,남,29,"300,000원",5.0,대전
6510,2025-11-26 10:00:00,노트북,여,48,"300,000원",,서울
6511,2025-03-02 07:00:00,기계식키보드,남,30,"1,200,000원",,대구
6512,2025-04-29 18:00:00,헤드셋,남,47,"35,000원",2.0,대구
6513,2025-12-04 18:00:00,기계식키보드,남,21,"1,200,000원",5.0,경기
6514,2025-10-25 23:00:00,기계식키보드,남,40,"900,000원",5.0,대구
6515,2025-10-17 16:00:00,스마트폰,남,50,"300,000원",3.0,경기
